,Query_num,query,model_type,NF,preference_type,MOO_method,opt_acc,opt_cost,opt_mem,comp_time,work,output_flag
5373,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,172.7218628,0.001322918,3
5374,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,235.2371216,0.01394033,3
5375,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001322918,3
5376,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,125.8411407,0.01394033,3
5377,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001322918,3
5378,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,15.62309265,0.013940336,3
5379,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,15.62309265,0.001322918,3
5380,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,187.8471375,0.013940342,3
5381,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,172.744751,0.001322924,3
5382,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,156.6925049,0.013940342,3
5383,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,141.0522461,0.001322924,3
5384,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,46.875,0.013940336,3
5494,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001309934,3
5495,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.25,0.015415173,3
5496,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001309934,3
5497,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,94.1734314,0.015415173,3
5498,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,15.625,0.001309934,3
5499,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.25,0.015415179,3
5500,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,9.017944336,0.001309934,3
5501,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,31.25,0.015415185,3
5502,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,78.14216614,0.00130994,3
5503,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,31.65817261,0.015415185,3
5504,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.00130994,3
5505,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,125.825882,0.015415179,3
5615,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001551088,3
5616,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.25,0.01599872,3
5617,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001551088,3
5618,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,25.16174316,0.01599872,3
5619,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001551088,3
5620,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,109.8136902,0.015998726,3
5621,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001551088,3
5622,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,140.9397125,0.015998732,3
5623,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,15.63072205,0.001551094,3
5624,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,141.0503387,0.015998732,3
5625,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,15.62690735,0.001551094,3
5626,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,109.7984314,0.015998726,3
5736,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,15.64025879,0.001749553,3
5737,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,203.9775848,0.016078998,3
5738,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001749553,3
5739,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,16.03126526,0.016078998,3
5740,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001749553,3
5741,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,28.66744995,0.016079004,3
5742,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,15.625,0.001749553,3
5743,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,203.9642334,0.01607901,3
5744,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001749559,3
5745,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,156.6734314,0.01607901,3
5746,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001749559,3
5747,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,203.9813995,0.016079004,3
5857,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001522994,3
5858,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,141.4470673,0.01623777,3
5859,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001522994,3
5860,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,120.3193665,0.01623777,3
5861,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,15.64598083,0.001522994,3
5862,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,28.6655426,0.016237776,3
5863,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001522994,3
5864,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,47.30796814,0.016237782,3
5865,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001523,3
5866,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,157.0796967,0.016237782,3
5867,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001523,3
5868,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,93.65653992,0.016237776,3
5978,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721821,3
5979,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,125.421524,0.016306437,3
5980,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721821,3
5981,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,78.53126526,0.016306437,3
5982,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721821,3
5983,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.2538147,0.016306443,3
5984,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721821,3
5985,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,62.92915344,0.016306449,3
5986,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721827,3
5987,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,78.55796814,0.016306449,3
5988,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721827,3
5989,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,46.875,0.016306443,3
6099,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,78.5484314,0.001336881,3
6100,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,549.4365692,0.035389314,2
6101,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001336881,3
6102,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,517.7440643,0.035389314,2
6103,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001336881,3
6104,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,460.9985352,0.03538932,2
6105,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001336881,3
6106,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,470.8881378,0.035389326,2
6107,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001336887,3
6108,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,391.7942047,0.035389326,2
6109,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,78.54270935,0.001336887,3
6110,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,344.00177,0.03538932,2
6220,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001351419,3
6221,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,172.7428436,0.016293153,3
6222,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,15.63453674,0.001351419,3
6223,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,156.6791534,0.016293153,3
6224,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001351419,3
6225,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,141.0522461,0.016293159,3
6226,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,15.625,0.001351419,3
6227,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,143.0664063,0.016293165,3
6228,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001351425,3
6229,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,172.3480225,0.016293165,3
6230,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,15.62309265,0.001351425,3
6231,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,31.65817261,0.016293159,3
6341,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001401855,3
6342,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,78.55224609,0.015731957,3
6343,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,47.2984314,0.001401855,3
6344,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,62.92152405,0.015731957,3
6345,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001401855,3
6346,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,22.16339111,0.015731963,3
6347,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001401855,3
6348,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,78.55796814,0.015731969,3
6349,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001401861,3
6350,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,31.25,0.015731969,3
6351,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001401861,3
6352,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,78.52935791,0.015731963,3
6462,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001417225,3
6463,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,141.0522461,0.017223732,3
6464,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001417225,3
6465,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,109.8079681,0.017223732,3
6466,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001417225,3
6467,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.25,0.017223738,3
6468,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,15.62690735,0.001417225,3
6469,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,125.4463196,0.017223744,3
6470,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001417231,3
6471,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,22.15957642,0.017223744,3
6472,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001417231,3
6473,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,146.5644836,0.017223738,3
6583,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001322918,3
6584,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,15.62690735,0.01394033,3
6585,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001322918,3
6586,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,26.16500854,0.01394033,3
6587,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001322918,3
6588,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,78.55224609,0.013940336,3
6589,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,15.62309265,0.001322918,3
6590,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,109.7984314,0.013940342,3
6591,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001322924,3
6592,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,62.93106079,0.013940342,3
6593,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,15.625,0.001322924,3
