,Query_num,query,model_type,NF,preference_type,MOO_method,opt_acc,opt_cost,opt_mem,comp_time,work,output_flag
6594,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,141.4775848,0.013940336,3
6704,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001309934,3
6705,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,16.63970947,0.015415173,3
6706,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001309934,3
6707,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,219.6331024,0.015415173,3
6708,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,172.7199554,0.001309934,3
6709,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,109.7946167,0.015415179,3
6710,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,156.6772461,0.001309934,3
6711,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,31.16226196,0.015415185,3
6712,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.00130994,3
6713,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,31.25,0.015415185,3
6714,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,134.4451904,0.00130994,3
6715,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,46.875,0.015415179,3
6825,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001551088,3
6826,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,109.2815399,0.01599872,3
6827,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001551088,3
6828,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,140.537262,0.01599872,3
6829,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001551088,3
6830,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.25190735,0.015998726,3
6831,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,15.62690735,0.001551088,3
6832,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,31.24809265,0.015998732,3
6833,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001551094,3
6834,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,62.90435791,0.015998732,3
6835,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001551094,3
6836,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,109.8060608,0.015998726,3
6946,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001749553,3
6947,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.2538147,0.016078998,3
6948,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,78.55987549,0.001749553,3
6949,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,78.14216614,0.016078998,3
6950,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001749553,3
6951,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,78.55606079,0.016079004,3
6952,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001749553,3
6953,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,31.27288818,0.01607901,3
6954,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,15.62309265,0.001749559,3
6955,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,94.18869019,0.01607901,3
6956,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,15.625,0.001749559,3
6957,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,75.03890991,0.016079004,3
7067,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001522994,3
7068,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,203.9642334,0.01623777,3
7069,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,47.29270935,0.001522994,3
7070,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,78.55606079,0.01623777,3
7071,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001522994,3
7072,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,109.8079681,0.016237776,3
7073,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001522994,3
7074,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,29.66880798,0.016237782,3
7075,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,15.62690735,0.001523,3
7076,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,27.16827393,0.016237782,3
7077,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001523,3
7078,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,31.24809265,0.016237776,3
7188,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721821,3
7189,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,157.1083069,0.016306437,3
7190,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721821,3
7191,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,31.66007996,0.016306437,3
7192,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,15.63072205,0.001721821,3
7193,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.65817261,0.016306443,3
7194,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721821,3
7195,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,94.18296814,0.016306449,3
7196,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001721827,3
7197,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,31.25190735,0.016306449,3
7198,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,15.65361023,0.001721827,3
7199,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,47.2984314,0.016306443,3
7309,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,15.62309265,0.001336881,3
7310,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,443.7332153,0.035389314,2
7311,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001336881,3
7312,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,470.3941345,0.035389314,2
7313,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001336881,3
7314,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,313.7664795,0.03538932,2
7315,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001336881,3
7316,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,625.9803772,0.035389326,2
7317,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,14.01901245,0.001336887,3
7318,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,407.9589844,0.035389326,2
7319,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,109.8060608,0.001336887,3
7320,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0.008616373,22.00007424,5635,361.0877991,0.03538932,2
7430,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001351419,3
7431,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.27288818,0.016293153,3
7432,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001351419,3
7433,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,136.9781494,0.016293153,3
7434,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,8.018493652,0.001351419,3
7435,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,203.9928436,0.016293159,3
7436,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001351419,3
7437,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,136.9724274,0.016293165,3
7438,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001351425,3
7439,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,141.4775848,0.016293165,3
7440,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001351425,3
7441,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,143.0950165,0.016293159,3
7551,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001401855,3
7552,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,31.66770935,0.015731957,3
7553,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,15.6288147,0.001401855,3
7554,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,200.4814148,0.015731957,3
7555,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,15.625,0.001401855,3
7556,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,141.0541534,0.015731963,3
7557,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,141.0655975,0.001401855,3
7558,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,104.9995422,0.015731969,3
7559,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,4.001617432,0.001401861,3
7560,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,105.0052643,0.015731969,3
7561,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,3.999710083,0.001401861,3
7562,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,99.99847412,0.015731963,3
7672,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001417225,3
7673,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,94.18106079,0.017223732,3
7674,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,3.017425537,0.001417225,3
7675,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,94.17152405,0.017223732,3
7676,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001417225,3
7677,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,78.5446167,0.017223738,3
7678,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001417225,3
7679,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,31.6734314,0.017223744,3
7680,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001417231,3
7681,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",exponential_weighted_criterion,0,7473,39279085,109.8098755,0.017223744,3
7682,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,15.62690735,0.001417231,3
7683,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",exponential_weighted_criterion,0,7473,39279085,94.17724609,0.017223738,3
7793,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",exponential_weighted_criterion,0,7473,39279085,0,0.001322918,3
