,query,NF,preference_type,MOO_method,model_selection,model_ordering,num_pred,opt_acc,opt_cost,opt_mem,comp_time,work,output_flag,actual_cost,actual_f1
173,( chair & dining_table ) | ( person & tv ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_sum,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,18.97335052,0.010999953,2,18,0.756
174,( chair & dining_table ) | ( person & tv ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",lexicographic,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,0.999450684,0.000228769,2,16,0.561
175,( chair & dining_table ) | ( person & tv ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",lexicographic,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,0,0.000228769,2,16,0.561
176,( chair & dining_table ) | ( person & tv ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",lexicographic,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,0,0.000228769,2,16,0.561
177,( chair & dining_table ) | ( person & tv ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",lexicographic,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,1.004219055,0.000228769,2,16,0.561
178,( chair & dining_table ) | ( person & tv ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",lexicographic,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,0.994682312,0.000228769,2,16,0.561
179,( chair & dining_table ) | ( person & tv ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",lexicographic,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,0,0.000228769,2,16,0.561
180,( chair & dining_table ) | ( person & tv ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_min_max,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,24.96623993,0.012718894,2,18,0.756
181,( chair & dining_table ) | ( person & tv ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_min_max,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,26.97134018,0.012718894,2,18,0.756
182,( chair & dining_table ) | ( person & tv ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_min_max,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,24.99771118,0.012718894,2,18,0.756
183,( chair & dining_table ) | ( person & tv ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_min_max,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,27.01330185,0.012718894,2,18,0.756
184,( chair & dining_table ) | ( person & tv ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_min_max,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,26.24297142,0.012718894,2,18,0.756
185,( chair & dining_table ) | ( person & tv ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_min_max,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,23.96178246,0.012718894,2,18,0.756
186,( chair & dining_table ) | ( person & tv ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",greedy_MOO,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,9.995698929,0.008060844,2,16,0.561
187,( chair & dining_table ) | ( person & tv ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",greedy_MOO,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,11.96885109,0.008060844,2,16,0.561
188,( chair & dining_table ) | ( person & tv ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",greedy_MOO,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,12.03227043,0.008060844,2,16,0.561
189,( chair & dining_table ) | ( person & tv ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",greedy_MOO,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,11.00158691,0.008060844,2,16,0.561
190,( chair & dining_table ) | ( person & tv ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",greedy_MOO,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,11.96336746,0.008060844,2,16,0.561
191,( chair & dining_table ) | ( person & tv ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",greedy_MOO,"{'chair': 'model_46', 'dining_table': 'model_46', 'person': 'model_46', 'tv': 'model_46'}","['chair', 'dining_table', 'person', 'tv']",4,0.831089303,16,44347377,11.99769974,0.008060844,2,16,0.561
192,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_sum,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,20.00236511,0.013065782,2,18,0.771
193,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_sum,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,20.00164986,0.013065782,2,18,0.771
194,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_sum,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,20.96652985,0.013065782,2,18,0.771
195,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_sum,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,19.02651787,0.013065782,2,18,0.771
196,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_sum,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,19.99855042,0.013065782,2,18,0.771
197,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_sum,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,19.00243759,0.013065782,2,18,0.771
198,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",lexicographic,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,0.999450684,0.000689896,2,18,0.771
199,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",lexicographic,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,0.997781754,0.000689896,2,18,0.771
200,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",lexicographic,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,1.000165939,0.000689896,2,18,0.771
201,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",lexicographic,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,1.000642776,0.000689896,2,18,0.771
202,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",lexicographic,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,1.000642776,0.000689896,2,18,0.771
203,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",lexicographic,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,1.003026962,0.000689896,2,18,0.771
204,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_min_max,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,19.9637413,0.012604556,2,18,0.771
205,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_min_max,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,18.99790764,0.012604556,2,18,0.771
206,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_min_max,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,21.00253105,0.012604556,2,18,0.771
207,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_min_max,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,21.97670937,0.012604556,2,18,0.771
208,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_min_max,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,19.967556,0.012604556,2,18,0.771
209,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_min_max,"{'bottle': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16', 'person': 'model_16', 'chair': 'model_16'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.981940355,18,142909075,20.99657059,0.012604556,2,18,0.771
210,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",greedy_MOO,"{'bottle': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66', 'person': 'model_66', 'chair': 'model_66'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.954556946,85,135686683,14.99962807,0.010617454,2,82,0.722
211,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",greedy_MOO,"{'bottle': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66', 'person': 'model_66', 'chair': 'model_66'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.954556946,85,135686683,14.00113106,0.010617454,2,82,0.722
212,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",greedy_MOO,"{'bottle': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66', 'person': 'model_66', 'chair': 'model_66'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.954556946,85,135686683,15.96999168,0.010617454,2,82,0.722
213,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",greedy_MOO,"{'bottle': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66', 'person': 'model_66', 'chair': 'model_66'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.954556946,85,135686683,14.00303841,0.010617454,2,82,0.722
214,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",greedy_MOO,"{'bottle': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66', 'person': 'model_66', 'chair': 'model_66'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.954556946,85,135686683,15.99359512,0.010617454,2,82,0.722
215,( bottle ) | ( dining_table & couch ) | ( person & chair ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",greedy_MOO,"{'bottle': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66', 'person': 'model_66', 'chair': 'model_66'}","['bottle', 'dining_table', 'couch', 'person', 'chair']",5,0.954556946,85,135686683,15.99740982,0.010617454,2,82,0.722
216,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_sum,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,21.95882797,0.015948788,2,18,0.717
217,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_sum,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,22.0015049,0.015948788,2,18,0.717
218,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_sum,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,23.97108078,0.015948788,2,18,0.717
219,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_sum,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,22.00174332,0.015948788,2,18,0.717
220,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_sum,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,22.96304703,0.015948788,2,18,0.717
221,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_sum,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,20.9646225,0.015948788,2,18,0.717
222,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",lexicographic,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,0.999450684,0.000807688,2,18,0.717
223,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",lexicographic,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,0.9765625,0.000807688,2,18,0.717
224,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",lexicographic,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,0.999689102,0.000807688,2,18,0.717
225,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",lexicographic,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,0.997066498,0.000807688,2,18,0.717
226,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",lexicographic,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,0.998497009,0.000807688,2,18,0.717
227,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",lexicographic,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,0.998735428,0.000807688,2,18,0.717
228,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_min_max,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,21.96645737,0.014913519,2,18,0.717
229,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_min_max,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,21.97742462,0.014913519,2,18,0.717
230,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_min_max,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,23.00238609,0.014913519,2,18,0.717
231,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_min_max,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,21.96455002,0.014913519,2,18,0.717
232,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_min_max,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,22.00102806,0.014913519,2,18,0.717
233,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_min_max,"{'couch': 'model_16', 'potted_plant': 'model_16', 'person': 'model_16', 'dog': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.962184428,18,142909075,20.9980011,0.014913519,2,18,0.717
234,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",greedy_MOO,"{'couch': 'model_71', 'potted_plant': 'model_71', 'person': 'model_71', 'dog': 'model_71', 'chair': 'model_71', 'dining_table': 'model_71'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.922738207,86,135686683,15.96069336,0.013188955,2,82,0.639
235,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",greedy_MOO,"{'couch': 'model_71', 'potted_plant': 'model_71', 'person': 'model_71', 'dog': 'model_71', 'chair': 'model_71', 'dining_table': 'model_71'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.922738207,86,135686683,17.96364784,0.013188955,2,82,0.639
236,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",greedy_MOO,"{'couch': 'model_71', 'potted_plant': 'model_71', 'person': 'model_71', 'dog': 'model_71', 'chair': 'model_71', 'dining_table': 'model_71'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.922738207,86,135686683,16.00074768,0.013188955,2,82,0.639
237,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",greedy_MOO,"{'couch': 'model_71', 'potted_plant': 'model_71', 'person': 'model_71', 'dog': 'model_71', 'chair': 'model_71', 'dining_table': 'model_71'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.922738207,86,135686683,17.00735092,0.013188955,2,82,0.639
238,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",greedy_MOO,"{'couch': 'model_71', 'potted_plant': 'model_71', 'person': 'model_71', 'dog': 'model_71', 'chair': 'model_71', 'dining_table': 'model_71'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.922738207,86,135686683,16.00217819,0.013188955,2,82,0.639
239,( couch & potted_plant ) | ( person & dog ) | ( chair & dining_table ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",greedy_MOO,"{'couch': 'model_71', 'potted_plant': 'model_71', 'person': 'model_71', 'dog': 'model_71', 'chair': 'model_71', 'dining_table': 'model_71'}","['couch', 'potted_plant', 'person', 'dog', 'chair', 'dining_table']",6,0.922738207,86,135686683,16.00337029,0.013188955,2,82,0.639
